157;1902;9.900000;920;small
158;1203;9.900000;1091;small
159;1290;9.900000;876;small
160;1595;9.900000;1263;small
161;1244;9.900000;1121;small
162;1351;9.900000;876;small
163;802;9.900000;1753;small
164;1324;9.900000;868;small
165;1386;9.900000;933;small
166;1441;9.900000;884;small
167;1413;9.900000;814;small
168;1277;9.900000;1148;small
169;1442;9.900000;860;small
170;122;9.900000;932;small
171;1196;9.900000;1170;small
172;1335;9.900000;836;small
173;1354;9.900000;803;small
174;1391;9.900000;766;small
175;871;9.900000;1058;small
176;1323;9.900000;757;small
177;702;9.900000;970;small
178;1410;9.900000;747;small
179;705;9.900000;882;small
180;1430;9.900000;790;small
181;1500;9.900000;779;small
182;849;9.900000;1338;small
183;1440;9.900000;791;small
184;264;9.900000;1625;small
185;414;9.900000;299;small
186;1406;9.900000;1819;small
187;1753;9.900000;117;small
188;1514;9.900000;279;small
189;1084;9.900000;1965;small
190;1082;9.900000;991;small
191;894;9.900000;880;small
192;264;9.900000;586;small
193;954;9.900000;898;small
194;898;9.900000;312;small
195;1480;9.900000;401;small
196;1839;9.900000;567;small
197;1067;9.900000;937;small
198;1067;9.900000;893;small
199;1084;9.900000;922;small
200;1104;9.900000;858;small
201;487;9.900000;253;small
202;1145;9.900000;814;small
203;1214;9.900000;967;small
204;899;9.900000;942;small
205;1064;9.900000;1002;small
206;1248;9.900000;800;small
207;1534;9.900000;2001;small
208;1264;9.900000;876;small
209;1196;9.900000;1894;small
210;426;9.900000;506;small
211;1487;9.900000;888;small
212;1546;9.900000;851;small
213;1265;9.900000;301;small
214;878;9.900000;27;small
215;1126;9.900000;1160;small
216;846;9.900000;836;small
217;1302;9.900000;774;small
218;1327;9.900000;763;small
219;769;9.900000;1028;small
220;1323;9.900000;1184;small
221;1422;9.900000;1423;small
222;1108;9.900000;1434;small
223;1093;9.900000;446;small
224;1469;9.900000;793;small
225;1826;9.900000;1717;small
226;963;9.900000;1791;small
227;1595;9.900000;2012;small
228;281;9.900000;679;small
229;1075;9.900000;1182;small
230;445;9.900000;557;small
231;280;9.900000;774;small
232;1322;9.900000;1623;small
233;536;9.900000;1304;small
234;372;9.900000;1692;small
235;880;9.900000;1319;small
236;907;9.900000;1079;small
237;656;9.900000;982;small
238;665;9.900000;887;small
239;484;9.900000;883;small
240;821;9.900000;1327;small
241;377;9.900000;900;small
242;977;9.900000;1453;small
243;592;9.900000;1593;small
244;349;9.900000;2039;small
245;506;9.900000;1839;small
246;782;9.900000;1580;small
247;824;9.900000;1607;small
248;1051;9.900000;1092;small
249;1086;9.900000;1146;small
250;660;9.900000;1074;small
251;398;9.900000;1240;small
252;983;9.900000;1099;small
253;593;9.900000;1998;small
254;788;9.900000;1621;small
255;317;9.900000;1376;small
256;1687;9.900000;1546;small
257;1467;9.900000;1478;small
258;59;9.900000;838;small
259;795;9.900000;1496;small
260;505;9.900000;1615;small
